DATE,FFR,C,A,LF,U,S
2012-08-31,-0.02419354838709678,-0.002796190587515568,-0.006212666815065049,0.7283985985540582,-0.7299999999999969,0.010940478889935434
2012-09-30,0.012075268817204304,0.007492652732144833,0.0016946273258042766,2.0724321791275297,-2.0699999999999985,-0.0035182973920555582
2012-10-31,0.014053763440860206,-0.0021023886770539235,0.009281660360040078,0.004689715841658781,0.0,-0.03197743148291643
2012-11-30,0.0022795698924731322,0.00532551955051197,0.008103934232622123,0.6446961871761498,-0.6499999999999968,-0.02669177900366204
2012-12-31,0.0038494623655913884,-0.005950838576968209,0.0040592616435137785,-1.3214342932836676,1.3200000000000003,0.050301231145490455
2013-01-31,-0.021935483870967748,-0.003734026521593492,0.007004868554520982,-0.6846885470785828,0.6899999999999977,0.02032374177952878
2013-02-28,0.0024193548387096975,0.0009493136860516671,0.011927257613582043,2.006581176826977,-2.009999999999998,-0.018713797734491777
2013-03-31,-0.0014516129032258185,0.0044802912857058175,-0.0013141144115458303,1.2388870230586662,-1.240000000000002,0.003820077036277958
2013-04-30,0.0014516129032257907,-0.004896214758286277,-0.0036981183802904383,-0.6105961917249783,0.6099999999999977,-0.01241709925344825
2013-05-31,-0.03596774193548387,0.002131729229772006,-0.0013123864407891261,0.611221670043447,-0.6099999999999977,0.030344312263443918
2013-06-30,-0.01536559139784946,-0.0016581854375452565,-0.0029756033837085027,0.0022421536334480408,0.0,-0.0560097056656641
2013-07-31,-0.0010860215053763306,0.0018417013149143457,0.0028256314820307438,1.158533454243754,-1.160000000000001,0.043294218002329465
2013-08-31,-0.00967741935483872,-0.0039212153146692685,-0.0012682244471484694,0.5495611289492803,-0.549999999999998,-0.029512500951723197
2013-09-30,-0.002903225806451609,0.004409583362425806,-0.0091893931754079,-0.00016246320525858948,0.0,0.00932542522701496
2013-10-31,0.007096774193548386,-0.0003948692028981071,0.011531366898367423,0.003993159160598836,0.0,0.009110117731675693
2013-11-30,-0.002763440860215058,0.00022990319349247557,-0.00331852610178629,1.52853552294075,-1.5299999999999994,0.016975936976926675
2013-12-31,0.0008279569892473138,0.001607772653665407,-0.0015147680294109733,0.9184257363363013,-0.9200000000000008,-0.02276477876499783
2014-01-31,-0.013548387096774181,-0.006610860936921981,-0.0057172127191904565,0.4281976267072025,-0.4300000000000024,-0.005462628740378506
2014-02-28,-0.005184331797235028,0.0036884924730724578,-0.0010634647971130562,-0.4311735366138283,0.4300000000000024,-0.010958224569836972
2014-03-31,0.011635944700460824,0.014467103899386657,-0.001178116009452168,0.005140550344243877,0.0,0.02818768251837067
2014-04-30,0.012268817204301077,-0.012500857446514857,0.0008766119662713123,1.9499855884107546,-1.9500000000000002,-0.024866035746635262
2014-05-31,-0.0032365591397849613,-0.0021754484695595266,-0.004833519581239898,-0.3505184189863044,0.34999999999999876,0.013190618678358135
2014-06-30,0.00856989247311829,-0.0018900146419262853,-0.005072809725021443,0.677547729660045,-0.6800000000000006,0.016293473701727734
2014-07-31,-0.004698924731182802,0.0015684042937031961,0.0030383134588340965,-0.32729767807077703,0.33000000000000185,-0.0166099282758001
2014-08-31,-0.002903225806451609,-0.0021682939392633216,-0.00487264867219217,0.3241917798526961,-0.33000000000000185,-0.01915134050330103
2014-09-30,0.0002688172043010806,0.00045364300509831423,-0.0006411630063549723,0.6034379392843254,-0.5999999999999976,0.02190893319215359
2014-10-31,0.0006989247311827845,-1.0240255123861175e-05,0.0031263236464749156,0.5186438654841092,-0.5200000000000007,-0.04450129265375047
2014-11-30,0.0029677419354838946,0.009347073763475322,-0.0032598737743914086,-0.24930945850236697,0.2499999999999991,0.0823790357244647
2014-12-31,0.030580645161290304,0.0011810004959205145,-0.0023546827668923243,0.4794564227259066,-0.4800000000000002,-0.04917626287273791
2015-01-31,-0.0077419354838709625,-0.007979812903066374,0.00042333823120266345,-0.23454658151258023,0.2300000000000011,-0.017510939361346622
2015-02-28,-0.0041244239631336305,0.0007655227301359702,-0.0046676929801634515,0.4448131640858328,-0.4400000000000004,0.039065589234346554
2015-03-31,0.0021889400921658864,0.004180865885732743,0.0005924592001846918,0.19214739933659786,-0.1899999999999994,-0.027344605658638166
2015-04-30,0.011763440860215066,-0.006217244095052976,0.00046122276284954467,0.0006039799220953768,0.0,0.008184485067128655
2015-05-31,-0.0014408602150537686,-0.0003944202334356106,0.0007108296656195279,-0.4018106935987271,0.3999999999999987,0.0009957396399844498
2015-06-30,0.0057741935483870965,-0.0022455007624966328,0.0005103068243546005,0.5698791461449266,-0.5699999999999996,-0.014132976945720799
2015-07-31,0.0013225806451612754,0.0014809749934396876,0.0021071293518630796,0.14869492433940312,-0.1499999999999994,0.0035609959566818006
2015-08-31,0.007741935483870976,0.0012012370875353895,-0.002780938970049718,0.1293858063292923,-0.13000000000000067,-0.023809034902997794
2015-09-30,-0.0020645161290322456,0.0025479626382036713,0.0008372459535550547,0.11224899951972223,-0.1099999999999996,-0.021669050547934887
2015-10-31,-0.012451612903225814,-0.0009476531563077373,0.0023321626889956093,-0.004581261982009366,0.0,0.08845208731137433
