DATE,FFR,C,A,LF,U,S
2012-07-31,0.15645161290322582,0.004689292357788588,-0.0018157133745297926,-17.685881122303204,13.689999999999994,0.020666076167408676
2012-08-31,0.13225806451612904,0.0018931017702730202,-0.008028380189594841,-16.957482523749146,12.959999999999997,0.03160655505734411
2012-09-30,0.14433333333333334,0.009385754502417853,-0.006333752863790565,-14.885050344621616,10.889999999999999,0.028088257665288552
2012-10-31,0.15838709677419355,0.00728336582536393,0.0029479074962495133,-14.880360628779957,10.889999999999999,-0.003889173817627878
2012-11-30,0.16066666666666668,0.0126088853758759,0.011051841728871636,-14.235664441603808,10.240000000000002,-0.03058095282128992
2012-12-31,0.16451612903225807,0.006658046798907691,0.015111103372385415,-15.557098734887475,11.560000000000002,0.019720278324200535
2013-01-31,0.14258064516129032,0.0029240202773141988,0.022115971926906397,-16.241787281966058,12.25,0.040044020103729316
2013-02-28,0.14500000000000002,0.003873333963365866,0.03404322954048844,-14.235206105139081,10.240000000000002,0.02133022236923754
2013-03-31,0.1435483870967742,0.008353625249071683,0.03272911512894261,-12.996319082080415,9.0,0.025150299405515497
2013-04-30,0.145,0.0034574104907854064,0.02903099674865217,-13.606915273805393,9.609999999999998,0.012733200152067248
2013-05-31,0.10903225806451612,0.005589139720557412,0.027718610307863045,-12.995693603761946,9.0,0.043077512415511165
2013-06-30,0.09366666666666666,0.003930954283012156,0.024743006924154543,-12.993451450128498,9.0,-0.012932193250152935
2013-07-31,0.09258064516129033,0.0057726555979265015,0.027568638406185286,-11.834917995884744,7.839999999999999,0.03036202475217653
2013-08-31,0.08290322580645161,0.001851440283257233,0.026300413959036817,-11.285356866935464,7.290000000000001,0.0008495238004533334
2013-09-30,0.08,0.006261023645683039,0.017111020783628916,-11.285519330140723,7.290000000000001,0.010174949027468294
2013-10-31,0.08709677419354839,0.005866154442784932,0.02864238768199634,-11.281526170980124,7.290000000000001,0.019285066759143987
2013-11-30,0.08433333333333333,0.006096057636277408,0.02532386158021005,-9.752990648039374,5.760000000000002,0.03626100373607066
2013-12-31,0.08516129032258064,0.007703830289942815,0.023809093550799076,-8.834564911703072,4.840000000000001,0.013496224971072834
2014-01-31,0.07161290322580646,0.001092969353020834,0.01809188083160862,-8.40636728499587,4.409999999999998,0.008033596230694329
2014-02-28,0.06642857142857143,0.004781461826093292,0.017028416034495564,-8.837540821609698,4.840000000000001,-0.002924628339142643
2014-03-31,0.07806451612903226,0.01924856572547995,0.015850300025043396,-8.832400271265454,4.840000000000001,0.02526305417922803
2014-04-30,0.09033333333333333,0.006747708278965092,0.016726911991314708,-6.8824146828547,2.8900000000000006,0.00039701843259276615
2014-05-31,0.08709677419354837,0.0045722598094055655,0.01189339241007481,-7.232933101841004,3.2399999999999993,0.013587637110950901
2014-06-30,0.09566666666666666,0.00268224516747928,0.006820582685053367,-6.555385372180959,2.5599999999999987,0.029881110812678635
2014-07-31,0.09096774193548386,0.004250649461182476,0.009858896143887463,-6.882683050251736,2.8900000000000006,0.013271182536878534
2014-08-31,0.08806451612903225,0.0020823555219191547,0.004986247471695293,-6.55849127039904,2.5599999999999987,-0.0058801579664224946
2014-09-30,0.08833333333333333,0.002535998527017469,0.004345084465340321,-5.955053331114715,1.960000000000001,0.016028775225731096
2014-10-31,0.08903225806451612,0.002525758271893608,0.0074714081118152365,-5.4364094656306055,1.4400000000000004,-0.028472517428019373
2014-11-30,0.09200000000000001,0.01187283203536893,0.004211534337423828,-5.685718924132972,1.6899999999999995,0.05390651829644533
2014-12-31,0.12258064516129032,0.013053832531289444,0.0018568515705315036,-5.206262501407066,1.2099999999999993,0.004730255423707419
